Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
351.485269,HappyLife_99999,Tick,870,851,19,-19,125000,124700,-11976,223381,228112,OK
351.485269,Algorizzms_1224,Tick,668,680,-12,8,125000,124700,-154,747954,246166,OK
351.485269,Emineminem_522023,Tick,385,385,0,10,125000,124700,1739,-1154539,92461,OK
351.485269,potatochick_701801,Tick,236,250,-14,90,125000,124700,-3904,-9700996,-227282,BREACH
351.485269,Eternite_1023,Tick,487,587,-100,100,125000,124700,12690,264810,239910,OK
351.485269,IdentityExchangers_4761,Tick,531,618,-87,87,125000,124700,29203,93097,71434,OK
351.723746,ReadyFlamingo_938703,Tick,1088,1059,29,-29,125000,124500,-27242,-127658,-120437,OK
351.723746,HappyLife_99999,Tick,870,851,19,-19,125000,124500,-11976,223381,228112,OK
351.723746,Algorizzms_1224,Tick,668,680,-12,8,125000,124500,-154,747954,246966,OK
351.723746,Emineminem_522023,Tick,385,385,0,10,125000,124500,1739,-1154539,90461,OK
351.723746,potatochick_701801,Tick,236,250,-14,90,125000,124500,-3904,-9700996,-242482,BREACH
351.723746,Eternite_1023,Tick,487,587,-100,100,125000,124500,12690,264810,239910,OK
351.723746,IdentityExchangers_4761,Tick,531,618,-87,87,125000,124500,29203,93097,71434,OK
352.012609,ReadyFlamingo_938703,Tick,1088,1059,29,-29,125000,124500,-27242,-127658,-120437,OK
352.012609,HappyLife_99999,Tick,870,851,19,-19,125000,124500,-11976,223381,228112,OK
352.012609,Algorizzms_1224,Tick,668,680,-12,8,125000,124500,-154,747954,246966,OK
352.012609,Emineminem_522023,Tick,385,385,0,10,125000,124500,1739,-1154539,90461,OK
352.012609,potatochick_701801,Tick,236,250,-14,90,125000,124500,-3904,-9700996,-242482,BREACH
352.012609,Eternite_1023,Tick,487,587,-100,100,125000,124500,12690,264810,239910,OK
352.012609,IdentityExchangers_4761,Tick,531,618,-87,87,125000,124500,29203,93097,71434,OK
352.216413,ReadyFlamingo_938703,Tick,1088,1059,29,-29,125000,124500,-27242,-127658,-120437,OK
352.216413,HappyLife_99999,Tick,870,851,19,-19,125000,124500,-11976,223381,228112,OK
352.216413,Algorizzms_1224,Tick,668,680,-12,8,125000,124500,-154,747954,246966,OK
352.216413,Emineminem_522023,Tick,385,385,0,10,125000,124500,1739,-1154539,90461,OK
352.216413,potatochick_701801,Tick,236,250,-14,90,125000,124500,-3904,-9700996,-242482,BREACH
352.216413,Eternite_1023,Tick,487,587,-100,100,125000,124500,12690,264810,239910,OK
352.216413,IdentityExchangers_4761,Tick,531,618,-87,87,125000,124500,29203,93097,71434,OK
352.471315,ReadyFlamingo_938703,Tick,1088,1059,29,-29,125000,124500,-27242,-127658,-120437,OK
352.471315,HappyLife_99999,Tick,870,851,19,-19,125000,124500,-11976,223381,228112,OK
352.471315,Algorizzms_1224,Tick,668,680,-12,8,125000,124500,-154,747954,246966,OK
352.471315,Emineminem_522023,Tick,385,385,0,10,125000,124500,1739,-1154539,90461,OK
352.471315,potatochick_701801,Tick,236,250,-14,90,125000,124500,-3904,-9700996,-242482,BREACH
352.471315,Eternite_1023,Tick,487,587,-100,100,125000,124500,12690,264810,239910,OK
352.471315,IdentityExchangers_4761,Tick,531,618,-87,87,125000,124500,29203,93097,71434,OK
352.713417,ReadyFlamingo_938703,Tick,1098,1059,39,-39,124500,124400,-27367,-131533,-127633,OK
352.713417,HappyLife_99999,Tick,885,851,34,-34,124500,124400,-12163,219068,222468,OK
352.713417,Algorizzms_1224,Tick,668,680,-12,8,124500,124400,-154,747954,249154,OK
352.713417,Emineminem_522023,Tick,385,385,0,10,124500,124400,1739,-1154539,89461,OK
352.713417,potatochick_701801,Tick,236,250,-14,90,124500,124400,-3904,-9700996,-247996,BREACH
352.713417,Eternite_1023,Tick,487,587,-100,100,124500,124400,12690,264810,254810,OK
352.713417,IdentityExchangers_4761,Tick,531,618,-87,87,124500,124400,29203,93097,84397,OK
353.019866,ReadyFlamingo_938703,Tick,1098,1059,39,-39,124500,124400,-27367,-131533,-127633,OK
353.019866,HappyLife_99999,Tick,885,851,34,-34,124500,124400,-12163,219068,222468,OK
353.019866,Algorizzms_1224,Tick,668,680,-12,8,124500,124400,-154,747954,249154,OK
353.019866,Emineminem_522023,Tick,385,385,0,10,124500,124400,1739,-1154539,89461,OK
353.019866,potatochick_701801,Tick,236,250,-14,90,124500,124400,-3904,-9700996,-247996,BREACH
353.019866,Eternite_1023,Tick,487,587,-100,100,124500,124400,12690,264810,254810,OK
353.019866,IdentityExchangers_4761,Tick,531,618,-87,87,124500,124400,29203,93097,84397,OK
353.213352,ReadyFlamingo_938703,Tick,1098,1059,39,-39,124500,124400,-27367,-131533,-127633,OK
353.213352,HappyLife_99999,Tick,885,851,34,-34,124500,124400,-12163,219068,222468,OK
353.213352,Algorizzms_1224,Tick,668,680,-12,8,124500,124400,-154,747954,249154,OK
353.213352,Emineminem_522023,Tick,385,385,0,10,124500,124400,1739,-1154539,89461,OK
353.213352,potatochick_701801,Tick,236,250,-14,90,124500,124400,-3904,-9700996,-247996,BREACH
353.213352,Eternite_1023,Tick,487,587,-100,100,124500,124400,12690,264810,254810,OK
353.213352,IdentityExchangers_4761,Tick,531,618,-87,87,124500,124400,29203,93097,84397,OK
353.498166,ReadyFlamingo_938703,Tick,1098,1059,39,-39,124500,124400,-27367,-131533,-127633,OK
353.498166,HappyLife_99999,Tick,885,851,34,-34,124500,124400,-12163,219068,222468,OK
353.498166,Algorizzms_1224,Tick,668,680,-12,8,124500,124400,-154,747954,249154,OK
353.498166,Emineminem_522023,Tick,385,385,0,10,124500,124400,1739,-1154539,89461,OK
353.498166,potatochick_701801,Tick,236,250,-14,90,124500,124400,-3904,-9700996,-247996,BREACH
353.498166,Eternite_1023,Tick,487,587,-100,100,124500,124400,12690,264810,254810,OK
353.498166,IdentityExchangers_4761,Tick,531,618,-87,87,124500,124400,29203,93097,84397,OK
353.7379,ReadyFlamingo_938703,Tick,1098,1059,39,-39,124500,124400,-27367,-131533,-127633,OK
353.7379,HappyLife_99999,Tick,885,851,34,-34,124500,124400,-12163,219068,222468,OK
353.7379,Algorizzms_1224,Tick,668,680,-12,8,124500,124400,-154,747954,249154,OK
353.7379,Emineminem_522023,Tick,385,385,0,10,124500,124400,1739,-1154539,89461,OK
353.7379,potatochick_701801,Tick,236,250,-14,90,124500,124400,-3904,-9700996,-247996,BREACH
353.7379,Eternite_1023,Tick,487,587,-100,100,124500,124400,12690,264810,254810,OK
353.7379,IdentityExchangers_4761,Tick,531,618,-87,87,124500,124400,29203,93097,84397,OK
353.992136,ReadyFlamingo_938703,Tick,1108,1059,49,-49,124500,124400,-27492,-133408,-128508,OK
353.992136,HappyLife_99999,Tick,885,851,34,-34,124500,124400,-12163,219068,222468,OK
353.992136,Algorizzms_1224,Tick,668,680,-12,8,124500,124400,-154,747954,249154,OK
353.992136,Emineminem_522023,Tick,385,385,0,10,124500,124400,1739,-1154539,89461,OK
353.992136,potatochick_701801,Tick,236,250,-14,90,124500,124400,-3904,-9700996,-247996,BREACH
353.992136,Eternite_1023,Tick,487,587,-100,100,124500,124400,12690,264810,254810,OK
353.992136,IdentityExchangers_4761,Tick,531,618,-87,87,124500,124400,29203,93097,84397,OK
354.217069,ReadyFlamingo_938703,Tick,1108,1059,49,-49,124500,124400,-27492,-133408,-128508,OK
354.217069,HappyLife_99999,Tick,885,851,34,-34,124500,124400,-12163,219068,222468,OK
354.217069,Algorizzms_1224,Tick,668,680,-12,8,124500,124400,-154,747954,249154,OK
354.217069,Emineminem_522023,Tick,385,385,0,10,124500,124400,1739,-1154539,89461,OK
354.217069,potatochick_701801,Tick,236,250,-14,90,124500,124400,-3904,-9700996,-247996,BREACH
354.217069,Eternite_1023,Tick,487,587,-100,100,124500,124400,12690,264810,254810,OK
354.217069,IdentityExchangers_4761,Tick,531,618,-87,87,124500,124400,29203,93097,84397,OK
354.535876,ReadyFlamingo_938703,Tick,1108,1059,49,-49,124500,124400,-27492,-133408,-128508,OK
354.535876,HappyLife_99999,Tick,885,851,34,-34,124500,124400,-12163,219068,222468,OK
354.535876,Algorizzms_1224,Tick,668,680,-12,8,124500,124400,-154,747954,249154,OK
354.535876,Emineminem_522023,Tick,385,385,0,10,124500,124400,1739,-1154539,89461,OK
354.535876,potatochick_701801,Tick,236,250,-14,90,124500,124400,-3904,-9700996,-247996,BREACH
354.535876,Eternite_1023,Tick,487,587,-100,100,124500,124400,12690,264810,254810,OK
354.535876,IdentityExchangers_4761,Tick,531,618,-87,87,124500,124400,29203,93097,84397,OK
354.745203,ReadyFlamingo_938703,Tick,1108,1059,49,-49,124500,124500,-27492,-133408,-133408,OK
354.745203,HappyLife_99999,Tick,885,851,34,-34,124500,124500,-12163,219068,219068,OK
354.745203,Algorizzms_1224,Tick,668,680,-12,8,124500,124500,-154,747954,249954,OK
354.745203,Emineminem_522023,Tick,385,385,0,10,124500,124500,1739,-1154539,90461,OK
354.745203,potatochick_701801,Tick,236,250,-14,90,124500,124500,-3904,-9700996,-238996,BREACH
354.745203,Eternite_1023,Tick,487,587,-100,100,124500,124500,12690,264810,264810,OK
354.745203,IdentityExchangers_4761,Tick,531,618,-87,87,124500,124500,29203,93097,93097,OK
354.960468,ReadyFlamingo_938703,Tick,1108,1059,49,-49,124500,124500,-27492,-133408,-133408,OK
354.960468,HappyLife_99999,Tick,885,851,34,-34,124500,124500,-12163,219068,219068,OK
354.960468,Algorizzms_1224,Tick,668,680,-12,8,124500,124500,-154,747954,249954,OK
354.960468,Emineminem_522023,Tick,385,385,0,10,124500,124500,1739,-1154539,90461,OK
354.960468,potatochick_701801,Tick,236,250,-14,90,124500,124500,-3904,-9700996,-238996,BREACH
354.960468,Eternite_1023,Tick,487,587,-100,100,124500,124500,12690,264810,264810,OK
354.960468,IdentityExchangers_4761,Tick,531,618,-87,87,124500,124500,29203,93097,93097,OK
355.24869,ReadyFlamingo_938703,Tick,1108,1059,49,-49,124500,124500,-27492,-133408,-133408,OK
355.24869,HappyLife_99999,Tick,885,851,34,-34,124500,124500,-12163,219068,219068,OK
355.24869,Algorizzms_1224,Tick,668,680,-12,8,124500,124500,-154,747954,249954,OK
355.24869,Emineminem_522023,Tick,385,385,0,10,124500,124500,1739,-1154539,90461,OK
355.24869,potatochick_701801,Tick,236,250,-14,90,124500,124500,-3904,-9700996,-238996,BREACH
355.24869,Eternite_1023,Tick,487,587,-100,100,124500,124500,12690,264810,264810,OK
355.24869,IdentityExchangers_4761,Tick,531,618,-87,87,124500,124500,29203,93097,93097,OK
355.522422,ReadyFlamingo_938703,Tick,1108,1059,49,-49,124500,124500,-27492,-133408,-133408,OK
355.522422,HappyLife_99999,Tick,885,851,34,-34,124500,124500,-12163,219068,219068,OK
355.522422,Algorizzms_1224,Tick,668,680,-12,8,124500,124500,-154,747954,249954,OK
355.522422,Emineminem_522023,Tick,385,385,0,10,124500,124500,1739,-1154539,90461,OK
355.522422,potatochick_701801,Tick,236,250,-14,90,124500,124500,-3904,-9700996,-238996,BREACH
355.522422,Eternite_1023,Tick,487,587,-100,100,124500,124500,12690,264810,264810,OK
355.522422,IdentityExchangers_4761,Tick,531,618,-87,87,124500,124500,29203,93097,93097,OK
355.757929,ReadyFlamingo_938703,Tick,1108,1069,39,-39,125200,124500,-27616,-132284,-122573,OK
355.757929,HappyLife_99999,Tick,885,866,19,-19,125200,124500,-12351,225256,229987,OK
355.757929,Algorizzms_1224,Tick,668,680,-12,8,125200,124500,-154,747954,246966,OK
355.757929,Emineminem_522023,Tick,385,385,0,10,125200,124500,1739,-1154539,90461,OK
355.757929,potatochick_701801,Tick,236,250,-14,90,125200,124500,-3904,-9700996,-242482,BREACH
355.757929,Eternite_1023,Tick,487,587,-100,100,125200,124500,12690,264810,239910,OK
355.757929,IdentityExchangers_4761,Tick,531,618,-87,87,125200,124500,29203,93097,71434,OK
355.976232,ReadyFlamingo_938703,Tick,1108,1069,39,-39,125200,124500,-27616,-132284,-122573,OK
355.976232,HappyLife_99999,Tick,885,866,19,-19,125200,124500,-12351,225256,229987,OK
355.976232,Algorizzms_1224,Tick,668,680,-12,8,125200,124500,-154,747954,246966,OK
355.976232,Emineminem_522023,Tick,385,385,0,10,125200,124500,1739,-1154539,90461,OK
355.976232,potatochick_701801,Tick,236,250,-14,90,125200,124500,-3904,-9700996,-242482,BREACH
355.976232,Eternite_1023,Tick,487,587,-100,100,125200,124500,12690,264810,239910,OK
355.976232,IdentityExchangers_4761,Tick,531,618,-87,87,125200,124500,29203,93097,71434,OK
356.290841,ReadyFlamingo_938703,Tick,1108,1069,39,-39,125200,124500,-27616,-132284,-122573,OK
356.290841,HappyLife_99999,Tick,885,866,19,-19,125200,124500,-12351,225256,229987,OK
356.290841,Algorizzms_1224,Tick,668,680,-12,8,125200,124500,-154,747954,246966,OK
356.290841,Emineminem_522023,Tick,385,385,0,10,125200,124500,1739,-1154539,90461,OK
356.290841,potatochick_701801,Tick,236,250,-14,90,125200,124500,-3904,-9700996,-242482,BREACH
356.290841,Eternite_1023,Tick,487,587,-100,100,125200,124500,12690,264810,239910,OK
356.290841,IdentityExchangers_4761,Tick,531,618,-87,87,125200,124500,29203,93097,71434,OK
356.488195,ReadyFlamingo_938703,Tick,1108,1069,39,-39,125200,124400,-27616,-132284,-122573,OK
356.488195,HappyLife_99999,Tick,885,866,19,-19,125200,124400,-12351,225256,229987,OK
356.488195,Algorizzms_1224,Tick,668,680,-12,8,125200,124400,-154,747954,247366,OK
356.488195,Emineminem_522023,Tick,385,385,0,10,125200,124400,1739,-1154539,89461,OK
356.488195,potatochick_701801,Tick,236,250,-14,90,125200,124400,-3904,-9700996,-250082,BREACH
356.488195,Eternite_1023,Tick,487,587,-100,100,125200,124400,12690,264810,239910,OK
356.488195,IdentityExchangers_4761,Tick,531,618,-87,87,125200,124400,29203,93097,71434,OK
356.704898,ReadyFlamingo_938703,Tick,1118,1069,49,-49,124500,124400,-27741,-136159,-131259,OK
356.704898,HappyLife_99999,Tick,885,866,19,-19,124500,124400,-12351,225256,227156,OK
356.704898,Algorizzms_1224,Tick,668,680,-12,8,124500,124400,-154,747954,249154,OK
356.704898,Emineminem_522023,Tick,385,385,0,10,124500,124400,1739,-1154539,89461,OK
356.704898,potatochick_701801,Tick,236,250,-14,90,124500,124400,-3904,-9700996,-247996,BREACH
356.704898,Eternite_1023,Tick,487,587,-100,100,124500,124400,12690,264810,254810,OK
356.704898,IdentityExchangers_4761,Tick,531,618,-87,87,124500,124400,29203,93097,84397,OK
356.969011,ReadyFlamingo_938703,Tick,1118,1069,49,-49,124500,124000,-27741,-136159,-124007,OK
356.969011,HappyLife_99999,Tick,885,866,19,-19,124500,124000,-12351,225256,229968,OK
356.969011,Algorizzms_1224,Tick,668,680,-12,8,124500,124000,-154,747954,248978,OK
356.969011,Emineminem_522023,Tick,385,385,0,10,124500,124000,1739,-1154539,85461,OK
356.969011,potatochick_701801,Tick,236,250,-14,90,124500,124000,-3904,-9700996,-280468,BREACH
356.969011,Eternite_1023,Tick,487,587,-100,100,124500,124000,12690,264810,240010,OK
356.969011,IdentityExchangers_4761,Tick,531,618,-87,87,124500,124000,29203,93097,71521,OK
357.203519,ReadyFlamingo_938703,Tick,1128,1069,59,-59,124400,124300,-27866,-139034,-133134,OK
357.203519,HappyLife_99999,Tick,885,866,19,-19,124400,124300,-12351,225256,227156,OK
357.203519,Algorizzms_1224,Tick,668,680,-12,8,124400,124300,-154,747954,249554,OK
357.203519,Emineminem_522023,Tick,385,385,0,10,124400,124300,1739,-1154539,88461,OK
357.203519,potatochick_701801,Tick,236,250,-14,90,124400,124300,-3904,-9700996,-255596,BREACH
357.203519,Eternite_1023,Tick,487,587,-100,100,124400,124300,12690,264810,254810,OK
357.203519,IdentityExchangers_4761,Tick,531,618,-87,87,124400,124300,29203,93097,84397,OK
357.504018,ReadyFlamingo_938703,Tick,1128,1069,59,-59,124400,124300,-27866,-139034,-133134,OK
357.504018,HappyLife_99999,Tick,885,866,19,-19,124400,124300,-12351,225256,227156,OK
357.504018,Algorizzms_1224,Tick,668,680,-12,8,124400,124300,-154,747954,249554,OK
357.504018,Emineminem_522023,Tick,385,385,0,10,124400,124300,1739,-1154539,88461,OK
357.504018,potatochick_701801,Tick,236,250,-14,90,124400,124300,-3904,-9700996,-255596,BREACH
357.504018,Eternite_1023,Tick,487,587,-100,100,124400,124300,12690,264810,254810,OK
357.504018,IdentityExchangers_4761,Tick,531,618,-87,87,124400,124300,29203,93097,84397,OK
357.71363,ReadyFlamingo_938703,Tick,1128,1079,49,-49,125000,124300,-27991,-135909,-123708,OK
357.71363,HappyLife_99999,Tick,885,881,4,-4,125000,124300,-12538,231443,232439,OK
357.71363,Algorizzms_1224,Tick,668,690,-22,15,125000,124300,-279,1125279,249701,OK
357.71363,Emineminem_522023,Tick,385,385,0,10,125000,124300,1739,-1154539,88461,OK
357.71363,potatochick_701801,Tick,236,250,-14,90,125000,124300,-3904,-9700996,-257682,BREACH
357.71363,Eternite_1023,Tick,487,587,-100,100,125000,124300,12690,264810,239910,OK
357.71363,IdentityExchangers_4761,Tick,531,618,-87,87,125000,124300,29203,93097,71434,OK
357.985544,ReadyFlamingo_938703,Tick,1128,1079,49,-49,125000,124300,-27991,-135909,-123708,OK
357.985544,HappyLife_99999,Tick,885,881,4,-4,125000,124300,-12538,231443,232439,OK
357.985544,Algorizzms_1224,Tick,668,690,-22,15,125000,124300,-279,1125279,249701,OK
357.985544,Emineminem_522023,Tick,385,385,0,10,125000,124300,1739,-1154539,88461,OK
357.985544,potatochick_701801,Tick,236,250,-14,90,125000,124300,-3904,-9700996,-257682,BREACH
357.985544,Eternite_1023,Tick,487,587,-100,100,125000,124300,12690,264810,239910,OK
357.985544,IdentityExchangers_4761,Tick,531,618,-87,87,125000,124300,29203,93097,71434,OK
358.254123,ReadyFlamingo_938703,Tick,1128,1079,49,-49,125000,124400,-27991,-135909,-123708,OK
358.254123,HappyLife_99999,Tick,885,881,4,-4,125000,124400,-12538,231443,232439,OK
358.254123,Algorizzms_1224,Tick,668,690,-22,15,125000,124400,-279,1125279,249001,OK
358.254123,Emineminem_522023,Tick,385,385,0,10,125000,124400,1739,-1154539,89461,OK
358.254123,potatochick_701801,Tick,236,250,-14,90,125000,124400,-3904,-9700996,-250082,BREACH
358.254123,Eternite_1023,Tick,487,587,-100,100,125000,124400,12690,264810,239910,OK
358.254123,IdentityExchangers_4761,Tick,531,618,-87,87,125000,124400,29203,93097,71434,OK
358.488688,ReadyFlamingo_938703,Tick,1128,1079,49,-49,125000,124500,-27991,-135909,-123708,OK
358.488688,HappyLife_99999,Tick,885,881,4,-4,125000,124500,-12538,231443,232439,OK
358.488688,Algorizzms_1224,Tick,668,690,-22,15,125000,124500,-279,1125279,248301,OK
358.488688,Emineminem_522023,Tick,385,385,0,10,125000,124500,1739,-1154539,90461,OK
358.488688,potatochick_701801,Tick,236,250,-14,90,125000,124500,-3904,-9700996,-242482,BREACH
358.488688,Eternite_1023,Tick,487,587,-100,100,125000,124500,12690,264810,239910,OK
358.488688,IdentityExchangers_4761,Tick,531,618,-87,87,125000,124500,29203,93097,71434,OK
358.78273,ReadyFlamingo_938703,Tick,1128,1079,49,-49,125000,124500,-27991,-135909,-123708,OK
358.78273,HappyLife_99999,Tick,885,881,4,-4,125000,124500,-12538,231443,232439,OK
358.78273,Algorizzms_1224,Tick,668,690,-22,15,125000,124500,-279,1125279,248301,OK
358.78273,Emineminem_522023,Tick,385,385,0,10,125000,124500,1739,-1154539,90461,OK
358.78273,potatochick_701801,Tick,236,250,-14,90,125000,124500,-3904,-9700996,-242482,BREACH
358.78273,Eternite_1023,Tick,487,587,-100,100,125000,124500,12690,264810,239910,OK
358.78273,IdentityExchangers_4761,Tick,531,618,-87,87,125000,124500,29203,93097,71434,OK
358.970416,ReadyFlamingo_938703,Tick,1128,1079,49,-49,125000,124500,-27991,-135909,-123708,OK
358.970416,HappyLife_99999,Tick,885,881,4,-4,125000,124500,-12538,231443,232439,OK
358.970416,Algorizzms_1224,Tick,668,690,-22,15,125000,124500,-279,1125279,248301,OK
358.970416,Emineminem_522023,Tick,385,385,0,10,125000,124500,1739,-1154539,90461,OK
358.970416,potatochick_701801,Tick,236,250,-14,90,125000,124500,-3904,-9700996,-242482,BREACH
358.970416,Eternite_1023,Tick,487,587,-100,100,125000,124500,12690,264810,239910,OK
358.970416,IdentityExchangers_4761,Tick,531,618,-87,87,125000,124500,29203,93097,71434,OK
359.296659,ReadyFlamingo_938703,Tick,1128,1079,49,-49,125000,124500,-27991,-135909,-123708,OK
359.296659,HappyLife_99999,Tick,885,881,4,-4,125000,124500,-12538,231443,232439,OK
359.296659,Algorizzms_1224,Tick,668,690,-22,15,125000,124500,-279,1125279,248301,OK
359.296659,Emineminem_522023,Tick,385,385,0,10,125000,124500,1739,-1154539,90461,OK
359.296659,potatochick_701801,Tick,236,250,-14,90,125000,124500,-3904,-9700996,-242482,BREACH
359.296659,Eternite_1023,Tick,487,587,-100,100,125000,124500,12690,264810,239910,OK
359.296659,IdentityExchangers_4761,Tick,531,618,-87,87,125000,124500,29203,93097,71434,OK
359.458321,ReadyFlamingo_938703,Tick,1138,1079,59,-59,124400,124500,-28116,-136784,-142684,OK
359.458321,HappyLife_99999,Tick,885,881,4,-4,124400,124500,-12538,231443,231043,OK
359.458321,Algorizzms_1224,Tick,678,690,-12,8,124400,124500,-403,751903,255103,OK
359.458321,Emineminem_522023,Tick,385,385,0,10,124400,124500,1739,-1154539,90461,OK
359.458321,potatochick_701801,Tick,236,250,-14,90,124400,124500,-3904,-9700996,-237596,BREACH
359.458321,Eternite_1023,Tick,487,587,-100,100,124400,124500,12690,264810,274810,OK
359.458321,IdentityExchangers_4761,Tick,531,618,-87,87,124400,124500,29203,93097,101797,OK
359.761728,ReadyFlamingo_938703,Tick,1138,1079,59,-59,124400,124500,-28116,-136784,-142684,OK
359.761728,HappyLife_99999,Tick,885,881,4,-4,124400,124500,-12538,231443,231043,OK
359.761728,Algorizzms_1224,Tick,678,690,-12,8,124400,124500,-403,751903,255103,OK
359.761728,Emineminem_522023,Tick,385,385,0,10,124400,124500,1739,-1154539,90461,OK
359.761728,potatochick_701801,Tick,236,250,-14,90,124400,124500,-3904,-9700996,-237596,BREACH
359.761728,Eternite_1023,Tick,487,587,-100,100,124400,124500,12690,264810,274810,OK
359.761728,IdentityExchangers_4761,Tick,531,618,-87,87,124400,124500,29203,93097,101797,OK
360.033966,ReadyFlamingo_938703,Tick,1138,1079,59,-59,124400,124500,-28116,-136784,-142684,OK
360.033966,HappyLife_99999,Tick,885,881,4,-4,124400,124500,-12538,231443,231043,OK
360.033966,Algorizzms_1224,Tick,678,690,-12,8,124400,124500,-403,751903,255103,OK
360.033966,Emineminem_522023,Tick,385,385,0,10,124400,124500,1739,-1154539,90461,OK
360.033966,potatochick_701801,Tick,236,250,-14,90,124400,124500,-3904,-9700996,-237596,BREACH
360.033966,Eternite_1023,Tick,487,587,-100,100,124400,124500,12690,264810,274810,OK
360.033966,IdentityExchangers_4761,Tick,531,618,-87,87,124400,124500,29203,93097,101797,OK
360.200609,ReadyFlamingo_938703,Tick,1138,1079,59,-59,124400,124500,-28116,-136784,-142684,OK
360.200609,HappyLife_99999,Tick,885,881,4,-4,124400,124500,-12538,231443,231043,OK
360.200609,Algorizzms_1224,Tick,678,690,-12,8,124400,124500,-403,751903,255103,OK
360.200609,Emineminem_522023,Tick,385,385,0,10,124400,124500,1739,-1154539,90461,OK
360.200609,potatochick_701801,Tick,236,250,-14,90,124400,124500,-3904,-9700996,-237596,BREACH
360.200609,Eternite_1023,Tick,487,587,-100,100,124400,124500,12690,264810,274810,OK
360.200609,IdentityExchangers_4761,Tick,531,618,-87,87,124400,124500,29203,93097,101797,OK
360.507278,ReadyFlamingo_938703,Tick,1138,1079,59,-59,124400,124500,-28116,-136784,-142684,OK
360.507278,HappyLife_99999,Tick,885,881,4,-4,124400,124500,-12538,231443,231043,OK
360.507278,Algorizzms_1224,Tick,678,690,-12,8,124400,124500,-403,751903,255103,OK
360.507278,Emineminem_522023,Tick,385,385,0,10,124400,124500,1739,-1154539,90461,OK
360.507278,potatochick_701801,Tick,236,250,-14,90,124400,124500,-3904,-9700996,-237596,BREACH
360.507278,Eternite_1023,Tick,487,587,-100,100,124400,124500,12690,264810,274810,OK
360.507278,IdentityExchangers_4761,Tick,531,618,-87,87,124400,124500,29203,93097,101797,OK
360.735603,ReadyFlamingo_938703,Tick,1138,1079,59,-59,124400,124300,-28116,-136784,-130884,OK
360.735603,HappyLife_99999,Tick,885,881,4,-4,124400,124300,-12538,231443,231843,OK
360.735603,Algorizzms_1224,Tick,678,690,-12,8,124400,124300,-403,751903,253503,OK
360.735603,Emineminem_522023,Tick,385,385,0,10,124400,124300,1739,-1154539,88461,OK
360.735603,potatochick_701801,Tick,236,250,-14,90,124400,124300,-3904,-9700996,-255596,BREACH
360.735603,Eternite_1023,Tick,487,587,-100,100,124400,124300,12690,264810,254810,OK
360.735603,IdentityExchangers_4761,Tick,531,618,-87,87,124400,124300,29203,93097,84397,OK
360.995205,ReadyFlamingo_938703,Tick,1148,1079,69,-69,124300,124500,-28240,-136660,-150460,OK
360.995205,HappyLife_99999,Tick,900,881,19,-19,124300,124500,-12725,233130,229330,OK
360.995205,Algorizzms_1224,Tick,678,690,-12,8,124300,124500,-403,751903,256303,OK
360.995205,Emineminem_522023,Tick,385,385,0,10,124300,124500,1739,-1154539,90461,OK
360.995205,potatochick_701801,Tick,236,250,-14,90,124300,124500,-3904,-9700996,-236196,BREACH
360.995205,Eternite_1023,Tick,487,587,-100,100,124300,124500,12690,264810,284810,OK
360.995205,IdentityExchangers_4761,Tick,531,618,-87,87,124300,124500,29203,93097,110497,OK
361.271097,ReadyFlamingo_938703,Tick,1148,1079,69,-69,124300,124500,-28240,-136660,-150460,OK
361.271097,HappyLife_99999,Tick,900,881,19,-19,124300,124500,-12725,233130,229330,OK
361.271097,Algorizzms_1224,Tick,678,690,-12,8,124300,124500,-403,751903,256303,OK
361.271097,Emineminem_522023,Tick,385,385,0,10,124300,124500,1739,-1154539,90461,OK
361.271097,potatochick_701801,Tick,236,250,-14,90,124300,124500,-3904,-9700996,-236196,BREACH
361.271097,Eternite_1023,Tick,487,587,-100,100,124300,124500,12690,264810,284810,OK
361.271097,IdentityExchangers_4761,Tick,531,618,-87,87,124300,124500,29203,93097,110497,OK
361.540941,ReadyFlamingo_938703,Tick,1148,1089,59,-59,125200,124500,-28365,-135535,-120844,OK
361.540941,HappyLife_99999,Tick,900,896,4,-4,125200,124500,-12913,240818,241814,OK
361.540941,Algorizzms_1224,Tick,678,690,-12,8,125200,124500,-403,751903,250915,OK
361.540941,Emineminem_522023,Tick,385,385,0,10,125200,124500,1739,-1154539,90461,OK
361.540941,potatochick_701801,Tick,236,250,-14,90,125200,124500,-3904,-9700996,-242482,BREACH
361.540941,Eternite_1023,Tick,487,587,-100,100,125200,124500,12690,264810,239910,OK
361.540941,IdentityExchangers_4761,Tick,531,618,-87,87,125200,124500,29203,93097,71434,OK
361.727435,ReadyFlamingo_938703,Tick,1148,1089,59,-59,125200,124500,-28365,-135535,-120844,OK
361.727435,HappyLife_99999,Tick,900,896,4,-4,125200,124500,-12913,240818,241814,OK
361.727435,Algorizzms_1224,Tick,678,690,-12,8,125200,124500,-403,751903,250915,OK
361.727435,Emineminem_522023,Tick,385,385,0,10,125200,124500,1739,-1154539,90461,OK
361.727435,potatochick_701801,Tick,236,250,-14,90,125200,124500,-3904,-9700996,-242482,BREACH
